Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units,weight_data_types
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite3,resnet,Offline,87.2703,acc: 79.268,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite3/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.25-128,resnet,SingleStream,1.505883,acc: 44.116,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.25-128/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.25-128,resnet,MultiStream,12.279216,acc: 44.116,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.25-128/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.25-128,resnet,Offline,673.77,acc: 44.116,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.25-128/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite0,resnet,SingleStream,5.148443,acc: 75.068,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite0/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite0,resnet,MultiStream,43.030976,acc: 75.068,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite0/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite0,resnet,Offline,195.544,acc: 75.068,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite0/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.75-192,resnet,SingleStream,3.039494,acc: 68.242,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.75-192/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.75-192,resnet,MultiStream,25.716104,acc: 68.242,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.75-192/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.75-192,resnet,Offline,331.612,acc: 68.242,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.75-192/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite1,resnet,SingleStream,7.032219,acc: 76.642,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite1/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite1,resnet,MultiStream,62.826144,acc: 76.642,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite1/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,efficientnet-fp32-lite1,resnet,Offline,142.91,acc: 76.642,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/efficientnet-fp32-lite1/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v3-precision_float-large-minimalistic-224,resnet,SingleStream,3.99712,acc: 72.678,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v3-precision_float-large-minimalistic-224/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v3-precision_float-large-minimalistic-224,resnet,MultiStream,32.525136,acc: 72.678,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v3-precision_float-large-minimalistic-224/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v3-precision_float-large-minimalistic-224,resnet,Offline,252.385,acc: 72.678,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v3-precision_float-large-minimalistic-224/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.5-192,resnet,SingleStream,2.205088,acc: 63.244,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.5-192/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.5-192,resnet,MultiStream,18.489152,acc: 63.244,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.5-192/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.5-192,resnet,Offline,457.885,acc: 63.244,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.5-192/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.35-192,resnet,SingleStream,3.118228,acc: 59.324,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.35-192/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.35-192,resnet,MultiStream,25.228088,acc: 59.324,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.35-192/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.35-192,resnet,Offline,323.924,acc: 59.324,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.35-192/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.75-160,resnet,SingleStream,3.38429,acc: 66.750,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.75-160/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.75-160,resnet,MultiStream,27.534192,acc: 66.750,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.75-160/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.75-160,resnet,Offline,299.183,acc: 66.750,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.75-160/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v3-precision_float-small-minimalistic-224,resnet,SingleStream,2.511729,acc: 63.330,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v3-precision_float-small-minimalistic-224/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v3-precision_float-small-minimalistic-224,resnet,MultiStream,20.358104,acc: 63.330,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v3-precision_float-small-minimalistic-224/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v3-precision_float-small-minimalistic-224,resnet,Offline,402.564,acc: 63.330,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v3-precision_float-small-minimalistic-224/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.35-128,resnet,SingleStream,2.687626,acc: 52.172,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.35-128/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.35-128,resnet,MultiStream,21.869896,acc: 52.172,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.35-128/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.35-128,resnet,Offline,376.287,acc: 52.172,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.35-128/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.5-160,resnet,SingleStream,3.057628,acc: 61.668,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.5-160/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.5-160,resnet,MultiStream,24.798408,acc: 61.668,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.5-160/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v2-precision_float-0.5-160,resnet,Offline,330.736,acc: 61.668,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v2-precision_float-0.5-160/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.25-192,resnet,SingleStream,1.816864,acc: 49.478,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.25-192/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.25-192,resnet,MultiStream,14.739968,acc: 49.478,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.25-192/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.25-192,resnet,Offline,556.442,acc: 49.478,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.25-192/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.75-128,resnet,SingleStream,1.926309,acc: 63.716,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.75-128/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.75-128,resnet,MultiStream,15.704336,acc: 63.716,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.75-128/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.75-128,resnet,Offline,524.964,acc: 63.716,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.75-128/offline,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Samples/s,"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.5-160,resnet,SingleStream,1.905133,acc: 60.842,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.5-160/singlestream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,0,False,Latency (ms),"fp32"
GATEOverflow,available,open,"edge","i_04f2547955c98fa44",aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing,mobilenet-v1-precision_float-0.5-160,resnet,MultiStream,15.467584,acc: 60.842,1,"Neoverse-N1",1,16,"N/A","0",open/GATEOverflow/results/aws_c6gn.4xlarge-ctuning_cpp_tflite-cpu-armnn_tflite_vv23.11-using_neon_with_live_preprocessing/mobilenet-v1-precision_float-0.5-160/multistream,"armnn_tflite vv23.11","Ubuntu 24.04 (linux-6.8.0-1021-aws-glibc2.39)","",1,0,v5.0,1,False,Latency (ms),"fp32"
